pressure,height,temperature,dewpoint,direction,speed,u_wind,v_wind,station,station_number,time,latitude,longitude,elevation,pw
50.0,20870.0,-60.9,-79.9,115,9,-8.15677008332985,3.803564355666294,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
48.0,21124.0,-60.4,-80.4,60,9,-7.794228634059947,-4.500000000000001,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
46.0,21389.0,-59.9,-80.9,100,8,-7.878462024097664,1.3891854213354424,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
44.0,21666.0,-59.3,-81.5,55,13,-10.648976575756894,-7.456493672563599,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
42.6,21867.0,-58.9,-81.9,64,13,-11.68432260188917,-5.698824908258007,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
39.0,22423.0,-58.0,-82.5,90,12,-12.0,-7.347880794884119e-16,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
37.0,22755.0,-57.4,-82.9,55,21,-17.20219293006883,-12.045105163371968,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
34.0,23287.0,-56.5,-83.5,80,26,-25.60500157831741,-4.514852619340191,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
33.0,23475.0,-56.2,-83.7,65,23,-20.84507910184295,-9.720220020036088,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
32.1,23650.0,-55.9,-83.9,69,28,-26.140251941921647,-10.03430258726841,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
32.0,23669.0,-55.8,-83.9,70,29,-27.25108600279134,-9.918584156444396,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
30.0,24080.0,-54.5,-84.5,80,23,-22.650578319280786,-3.9939080863393994,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
29.0,24297.0,-53.5,-84.3,65,29,-26.282925824062847,-12.255929590480283,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
28.8,24342.0,-53.3,-84.3,67,29,-26.694640750120772,-11.331202726188938,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
26.0,25003.0,-50.9,-83.9,90,26,-26.0,-1.592040838891559e-15,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
24.0,25523.0,-50.5,-83.5,75,28,-27.04592313609391,-7.246933262870581,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
22.9,25829.0,-50.3,-83.3,107,26,-24.863923655038924,7.601664322791153,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
22.0,26090.0,-50.7,-83.7,135,25,-17.67766952966369,17.677669529663685,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
21.4,26270.0,-50.9,-83.9,111,20,-18.671608529944034,7.167358990906005,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
21.0,26392.0,-50.7,-83.7,95,17,-16.935309867559674,1.48164762671019,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
20.0,26710.0,-50.1,-83.1,75,26,-25.114071483515776,-6.729295172665539,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
19.0,27048.0,-49.2,-82.5,80,24,-23.63538607229299,-4.16755626400633,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
17.1,27741.0,-47.3,-81.3,94,33,-32.9196136585742,2.3019636335561358,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
17.0,27780.0,-47.2,-81.2,95,34,-33.87061973511935,2.96329525342038,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
15.2,28525.0,-45.3,-79.3,82,25,-24.756701718539258,-3.479327524001637,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
15.0,28613.0,-45.4,-79.3,80,24,-23.63538607229299,-4.16755626400633,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
14.0,29073.0,-46.2,-79.5,95,33,-32.874425037027606,2.8761395106727217,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
13.6,29266.0,-46.5,-79.5,109,28,-26.474520116780873,9.115908324800387,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
13.0,29566.0,-46.0,-79.4,130,19,-14.554844419260583,12.212964584044247,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
12.3,29935.0,-45.3,-79.3,99,25,-24.692208514878445,3.9108616260057705,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
12.0,30100.0,-45.5,-79.5,85,28,-27.893451546568876,-2.440360796934428,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
11.6,30326.0,-45.7,-79.7,79,28,-27.485561136534592,-5.342651870543258,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
11.1,30621.0,-45.1,-79.1,72,29,-27.580638972559452,-8.961492836873475,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
11.0,30681.0,-45.0,-79.0,70,29,-27.25108600279134,-9.918584156444396,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
10.4,31057.0,-44.3,-78.3,79,33,-32.39369705377291,-6.296696847425983,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
10.0,31320.0,-44.7,-78.7,85,36,-35.86300913130284,-3.137606738915693,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
9.4,31735.0,-43.7,-77.7,85,37,-36.85920382939459,-3.224762481663351,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
9.0,,,,85,37,-36.85920382939459,-3.224762481663351,JAX,72206,2023-07-07,30.5,-81.7,9.0,58.42
